age,len
0.247899,7.27762
0.415966,9.41353
0.495798,10.7034
0.579832,10.5121
0.663866,11.3084
0.743697,11.2156
0.915966,11.4753
1,11.5309
1.08403,11.9815
1.17227,14.0128
1.2521,14.8088
1.33193,14.6666
1.42437,15.4635
1.5,15.4198
1.57983,15.5738
1.66807,15.5804
1.7521,15.6853
1.92017,15.6978
